0.2016,0.1621,0.2632,0.18,0.1605,0.4304,0.3917,0.197,0.4385,0.2631,0.3275,0.58,0.4506,1
0.1821,0.131,0.4149,0.3967,0.1914,0.5206,0.5728,0.2424,0.5503,0.34,0.4152,0.36,0.5994,1
0.1719,0.1586,0.3096,0.2833,0.2222,0.4845,0.561,0.1364,0.4302,0.4323,0.3567,0.4025,0.7363,1
0.1787,0.1879,0.3096,0.22,0.2099,0.3711,0.4626,0.4394,0.4358,0.1969,0.4386,0.4,0.4238,1
0.1841,0.1362,0.4149,0.2967,0.3827,0.5077,0.4724,0.5606,0.2626,0.3169,0.4503,0.4325,0.5696,1
0.1672,0.1828,0.3994,0.28,0.2469,0.3531,0.4311,0.2424,0.3156,0.2246,0.3626,0.4,0.4863,1
0.1652,0.1845,0.3251,0.33,0.1852,0.4433,0.5197,0.197,0.405,0.2938,0.3275,0.55,0.3821,1
0.1517,0.1552,0.4582,0.1633,0.2469,0.4175,0.4606,0.3182,0.2654,0.2554,0.3567,0.3775,0.3583,1
0.1362,0.1569,0.3684,0.2467,0.1728,0.3789,0.4114,0.2424,0.2877,0.2285,0.3743,0.31,0.4923,1
0.1376,0.131,0.2291,0.1633,0.1728,0.366,0.4528,0.2273,0.2682,0.1862,0.4094,0.355,0.4417,1
0.2151,0.5603,0.356,0.08667,0.358,0.5206,0.5315,0.1061,0.4665,0.2938,0.2398,0.565,0.2869,1
0.1706,0.1672,0.2941,0.1867,0.2901,0.5593,0.5807,0.3182,0.5391,0.3731,0.2749,0.5275,0.3077,1
0.1605,0.5345,0.2353,0.2733,0.1235,0.3789,0.4606,0.2121,0.2989,0.2308,0.2515,0.4325,0.4506,1
0.1922,0.1983,0.3808,0.1467,0.1914,0.5851,0.6339,0.06061,0.3603,0.3192,0.2339,0.5725,0.4863,1
0.149,0.5586,0.2879,0.23,0.2037,0.4278,0.4508,0.2879,0.3492,0.2369,0.1988,0.4325,0.2393,1
0.1362,0.1776,0.2291,0.2133,0.2284,0.5206,0.5236,0.2273,0.4525,0.2892,0.2339,0.52,0.3613,1
0.2144,0.569,0.3344,0.2767,0.2531,0.482,0.4547,0.2576,0.2346,0.3046,0.2281,0.515,0.4774,1
0.2259,0.4914,0.2848,0.18,0.1975,0.5851,0.5571,0.2121,0.4972,0.2785,0.3275,0.5425,0.4685,1
0.1935,0.1621,0.2353,0.18,0.1914,0.5464,0.6004,0.1212,0.4832,0.3708,0.2515,0.515,0.4208,1
0.207,0.2207,0.322,0.2733,0.2037,0.4562,0.5079,0.2879,0.5503,0.3785,0.345,0.37,0.4655,1
0.1962,0.1707,0.2817,0.2267,0.2346,0.4897,0.6299,0.2879,0.4665,0.5862,0.3743,0.4575,0.5845,1
0.1362,0.1707,0.2105,0.06,0.1358,0.4485,0.5768,0.06061,0.6983,0.4554,0.3743,0.41,0.519,1
0.1888,0.1569,0.3839,0.22,0.1481,0.3789,0.5217,0.1364,0.5251,0.3323,0.4444,0.525,0.5875,1
0.1881,0.1741,0.3282,0.1133,0.2531,0.7474,0.6693,0.2879,0.4078,0.4438,0.3099,0.4975,0.5429,1
0.1848,0.2,0.4087,0.2167,0.2778,0.5206,0.4823,0.3939,0.3547,0.3862,0.3801,0.415,0.653,1
0.1827,0.1603,0.2755,0.1933,0.2963,0.4175,0.5039,0.1212,0.338,0.3515,0.2573,0.4825,0.4655,1
0.1706,0.1707,0.3406,0.33,0.284,0.5103,0.4803,0.1061,0.5698,0.3823,0.2924,0.44,0.5012,1
0.2151,0.1655,0.291,0.19,0.2963,0.5722,0.5236,0.197,0.4525,0.3923,0.269,0.51,0.4119,1
0.1524,0.2121,0.4087,0.2067,0.1975,0.5206,0.5689,0.2727,0.3492,0.3631,0.345,0.3925,0.5905,1
0.1814,0.119,0.3529,0.2033,0.2346,0.6237,0.6555,0.09091,0.4553,0.4246,0.2398,0.4,0.5994,1
0.09036,0.03448,0,0,0.1111,0.2577,0.04528,0.2273,0.002793,0.05154,0.3333,0.1375,0.144,2
0.08766,0.06207,0.2848,0.18,0.1914,0.2758,0.1476,0.7576,0,0.1531,0.4503,0.1,0.2393,2
0.1086,0.1069,0.2043,0.2067,0.1852,0.268,0.2106,0.6061,0.05866,0.3438,0.2924,0.08,0.1024,2
0.178,0.08793,0.1734,0.2467,0.1481,0.2887,0.2854,0.2879,0.08939,0.1938,0.4386,0.2975,0.2095,2
0.09036,0.06724,0.2477,0.28,0.1049,0.6495,0.5433,0.09091,0.4078,0.2438,0.4327,0.4,0.08452,2
0.07687,0.1224,0.3622,0.28,0.2099,0.2345,0.2776,0.4848,0.1732,0.1285,0.5673,0.24,0.04583,2
0.09036,0.08103,0.3715,0.25,0.1728,0.3711,0.4547,0.3636,0.4665,0.2554,0.4152,0.2575,0.2381,2
0.1403,0.04655,0.1053,0.1467,0.04938,0.5155,0.5591,0.197,0.5223,0.3092,0.3743,0.4775,0.1333,2
0.09036,0.07414,0.1734,0.3,0.04938,0.2912,0.3268,0.2121,0.176,0.2615,0.3743,0.5525,0.1381,2
0.1558,0.03448,0.3096,0.2133,0.2469,0.3995,0.189,0.6364,0.002793,0.1454,0.3158,0.165,0.281,2
0.07957,0.07759,0.1207,0.2067,0.5,0.2242,0.185,0.01515,0.5838,0.1208,0.4678,0.45,0.2619,2
0.08496,0.15,0.2632,0.3267,0.2037,0.03093,0.1339,0.3636,0.2933,0.1362,0.2491,0.1375,0.3524,2
0.1908,0.1328,0.4056,0.48,0.09877,0.5077,0.4961,0.1212,0.4078,0.1615,0.5146,0.4725,0.07857,2
0.1659,0.1586,0.2724,0.4467,0.1049,0.232,0.2953,0.2121,0.1732,0.1892,0.2924,0.3775,0.1155,2
0.1322,0.1603,0.3839,0.6467,0.4259,0.5979,0.502,0.1212,0.433,0.1592,0.4854,0.5575,0.4208,2
0.06271,0.06034,0.291,0.3467,0.1914,0.6186,0.3543,0,0.3464,0.1485,0.2982,0.465,0.3619,2
0.04248,0.1966,0.1734,0.18,0.1667,0.1624,0.2421,0.3182,0.2067,0.1938,0.4386,0.2175,0.08929,2
0.1349,0.02759,0.1084,0.18,0.09877,0.25,0.3327,0.1667,0.2933,0.2554,0.4152,0.3025,0.06786,2
0.05462,0.3707,0.2693,0.2467,0.2593,0.1907,0.1929,0.4545,0.1508,0.1054,0.2807,0.3125,0.1321,2
0.08766,0.0431,0.1827,0.14,0.4074,0.2371,0.2972,0.3333,0.6564,0.1631,0.3392,0.26,0.281,2
0.1126,0.5397,0.322,0.4133,0.1914,0.4768,0.435,0.4545,0.4302,0.09923,0.4152,0.465,0.1101,2
0.06541,0.03103,0.1981,0.28,0.09877,0.3711,0.378,0.2576,0.2849,0.09385,0.5263,0.4625,0,2
0.114,0.1845,0.2601,0.2733,0.09877,0.3144,0.4311,0.197,0.3799,0.2015,0.3977,0.4675,0.2595,2
0.0708,0.06724,0.356,0.4467,0.04938,0.2629,0.2441,0.4091,0.2765,0.07077,0.4854,0.3625,0.2095,2
0.1362,0.5379,0.2972,0.3967,0.09259,0.1727,0.2461,0.7273,0.338,0.2708,0.2105,0.185,0.1411,2
0.05462,0.02586,0.3777,0.2467,0.1481,0.3144,0.3681,0.1364,0.5419,0.1362,0.1813,0.4525,0.144,2
0.1106,0.04138,0.2724,0.2467,0.179,0.3144,0.315,0.2576,0.2933,0.1031,0.4386,0.4725,0.1024,2
0.0762,0.15,0.2941,0.4067,0.1235,0.2062,0.2657,0.4545,0.3212,0.09,0.4971,0.2475,0.1292,2
0.04181,0.1603,0.3901,0.5133,0.1111,0.2423,0.25,0.4091,0.2598,0.1015,0.5146,0.485,0.169,2
0.04113,0.2276,0.3406,0.3667,0.08642,0.25,0.2657,0.5303,0.2626,0.1169,0.3041,0.37,0.2393,2
0.0708,0.1017,0.291,0.4333,0,0.3144,0.2461,0.4394,0.2709,0.03538,0.345,0.485,0.2065,2
0.0708,0.1879,0.2972,0.2633,0.0679,0.1598,0.2283,0.5909,0.3436,0.08615,0.3509,0.25,0.1202,2
0.06541,0.1328,0.3282,0.38,0.09877,0.1211,0.1791,0.5606,0.3408,0.1785,0.3333,0.345,0.1024,2
0.1119,0.1362,0.2786,0.3367,0.06173,0.1031,0.2205,0.6818,0.338,0.1362,0.2807,0.1975,0.1292,2
0.08496,0.3603,0.2663,0.2467,0.1111,0.3789,0.376,0.1818,0.4413,0.06692,0.3918,0.5075,0.007143,2
0.03978,0.2155,0.2848,0.2467,0.1728,0.5258,0.378,0.06061,0.2626,0.1515,0.3977,0.4225,0.03988,2
0.0971,0.1345,0.2601,0.28,0.5679,0.3918,0.3799,0.2879,0.8017,0.1015,0.3977,0.34,0.3923,2
0.0526,0.2379,0.4272,0.3633,0.3951,0.1598,0.128,0.01515,0.3212,0.09385,0.2749,0.2475,0.2065,2
0.08496,0.1155,0.192,0.18,0.09259,0.4046,0.4252,0.2424,0.3799,0.1246,0.4386,0.3675,0.08929,2
0.09036,0.0569,0.2291,0.2633,0.1111,0.6546,0.6713,0.1667,0.4302,0.2477,0.3275,0.375,0.2274,2
0.08496,0.419,0.2632,0.2467,0.1111,0.482,0.5217,0.4848,0.6704,0.07846,0.5497,0.39,0.07619,2
0.0708,0.231,0.1053,0.23,0.1667,0.3222,0.3602,0.197,0.2765,0.1554,0.462,0.4225,0.2571,2
0.1059,0.1034,0.1672,0.2633,0.1111,0.1211,0.2008,0.2424,0.2626,0.09,0.3275,0.375,0.169,2
0.08833,0.2948,0.3406,0.3467,0.1728,0.4072,0.3484,0.3182,0.2514,0.1169,0.1871,0.5275,0.09524,2
0.05327,0.169,0.161,0.2967,0.09877,0.3918,0.2559,0.3636,0.2821,0.06,0.269,0.2925,0.08155,2
0.0998,0.1707,0.192,0.33,0.09259,0.3144,0.311,0.2879,0.2989,0.1277,0.3275,0.575,0.2345,2
0.09373,0.3121,0.2817,0.38,0.1235,0.1804,0.2953,0.803,0.2821,0.1092,0.2222,0.5075,0.02202,2
0.08227,0.1707,0.2353,0.28,0.06173,0.1727,0.3327,0.3636,0.3408,0.1631,0.3041,0.475,0.1381,2
0.114,0.1741,0.2848,0.3967,0.08642,0.1031,0.2795,0.5303,0.3408,0.1554,0.2339,0.2875,0.125,2
0.08024,0.09483,0.1796,0.28,0.1358,0.3557,0.3346,0.3939,0.4665,0.1092,0.2222,0.4375,0.02024,2
0.03911,0.1052,0.4149,0.3133,0.1481,0.4536,0.5079,0.2424,0.581,0.1054,0.2807,0.4975,0.2393,2
0.029,0.5172,0.1424,0.2967,0.2284,0.567,0.4409,0.1667,0.8855,0.1246,0.1579,0.385,0.169,2
0.1005,0.2914,0.2508,0.3467,0.1111,0.4046,0.3799,0.197,0.2263,0.05538,0.2456,0.3775,0.02798,2
0.04922,0.3345,0.483,0.3133,0.2037,0.1985,0.3327,0.7121,0.1788,0.1938,0.4386,0.3075,0.1958,2
0.02562,0,0.3529,0.3467,0.1111,0.3866,0.3287,0.4394,0.2877,0.1385,0.3626,0.26,0.09286,2
0.0708,0.1121,0.3529,0.3967,0.08642,0.4072,0.3839,0.4545,0.176,0.1246,0.2632,0.48,0.06369,2
0,0.1328,0.2601,0.3633,0.09259,0.3814,0.3602,0.5909,0.4469,0.04769,0.7193,0.4,0.07679,2
0.05327,0.1259,0.195,0.34,0.09877,0.2577,0.248,0.2576,0.3128,0.05154,0.2749,0.515,0.1292,2
0.09373,0.15,0.257,0.3967,0.2346,0.2629,0.3445,0.3182,0.3352,0.06,0.3392,0.4225,0.03988,2
0.1173,0.4638,0.192,0.18,0.06173,0.1675,0.1791,0.4545,0.1173,0.1631,0.1287,0.2125,0.05595,2
0.06541,0.4638,0.1981,0.28,0.1049,0.2629,0.2559,0.3636,0.4078,0,0.2632,0.445,0.1702,2
0.02832,0.2862,0.3282,0.3133,0.1605,0.4948,0.4823,0.2879,0.3966,0.1515,0.1871,0.53,0.2065,2
0.03574,0.2259,0.5789,0.5967,0.3025,0.567,0.9331,0.5152,0.4078,0.3631,0.2632,0.605,0.1113,2
0.09373,0.6362,0.4241,0.53,0.1975,0.3144,0.3524,0.4545,0.3631,0.06154,0.2573,0.4625,0.05179,2
0.1362,0.8724,0.2384,0.3633,0.09877,0.4227,0.4547,0.2576,0.4469,0.1015,0.1462,0.4575,0.06071,2
0.05664,0.6155,0.3189,0.3467,0.07407,0.4845,0.5295,0.1212,0.6983,0.1169,0.1579,0.5925,0.06071,2
0.07013,0.2448,0.2508,0.3467,0.09259,0.4175,0.4547,0.3636,0.2626,0.1138,0.2222,0.5025,0.05952,2
0.0944,0.1362,0.2879,0.3633,0.09877,0.4536,0.5531,0.3939,0.3799,0.2046,0.1228,0.3925,0.04405,2
0.05125,0.2397,0.4396,0.5967,0.1358,0.2964,0.374,0.6818,0.3771,0.1323,0.2865,0.2925,0.1119,2
0.09036,0.1534,0.291,0.4633,0.1111,0.3196,0.4154,0.4091,0.4162,0.06462,0.2398,0.3775,0.0381,2
0.06811,0.6138,0.3158,0.38,0.06173,0.2887,0.2776,0.4394,0.2626,0.1015,0.1813,0.325,0.1798,2
0.1234,0.1052,0.2972,0.2467,0.321,0.1366,0.1791,0.1212,0.148,0.2169,0.1637,0.005,0.2095,3
0.1247,0.3879,0.322,0.3133,0.2099,0.08247,0.1732,0.1667,0.1173,0.3169,0.152,0.0375,0.15,3
0.12,0.2707,0.322,0.4467,0.1728,0.04381,0.1476,0.2121,0.1173,0.34,0.1053,0.0225,0.1679,3
0.1126,0.4845,0.3096,0.3633,0.2222,0.1856,0.1693,0.06061,0.1201,0.2862,0.1754,0.005,0.1917,3
0.0998,0.08621,0.2755,0.23,0.09259,0.2629,0.04724,0.7121,0.2346,0.3208,0.1579,0.06,0.2214,3
0.1059,0.2966,0.2601,0.2633,0.1481,0.1649,0.06299,0.7576,0.148,0.4477,0.1462,0.0775,0.2482,3
0.08227,0.6862,0.3653,0.3467,0.1173,0.1031,0.02559,0.6061,0.1089,0.1977,0.1579,0,0.2631,3
0.1011,0.8224,0.3963,0.48,0.1605,0.2088,0.05118,0.7576,0.1927,0.2862,0.1988,0.105,0.1411,3
0.1659,0.4914,0.257,0.2967,0.1111,0.1649,0.02756,0.6818,0.1313,0.34,0.193,0.1375,0.1798,3
0.122,0.3828,0.387,0.4467,0.1914,0.3454,0.05118,0.6061,0.1117,0.28,0.2398,0.22,0.1857,3
0.1281,0.3569,0.4149,0.3467,0.1605,0.1443,0.0315,0.6061,0.09497,0.2554,0.1696,0.26,0.1917,3
0.1571,0.3138,0.3065,0.3133,0.1173,0.1082,0.0315,0.3636,0.06425,0.3323,0.1287,0.3,0.2988,3
0.1679,0.419,0.4211,0.43,0.1667,0.1469,0.03543,0.5606,0.03911,0.2362,0.2398,0.1975,0.144,3
0.1746,0.7259,0.3065,0.3133,0.1358,0.2629,0.09055,0.5152,0.1704,0.24,0.2515,0.195,0.1619,3
0.08227,0.5414,0.2601,0.2633,0.2593,0.1031,0.08661,0.2424,0.2039,0.5331,0.09942,0.1825,0.3435,3
0.1436,0.4879,0.2446,0.3467,0.1975,0.134,0.04134,0.4545,0.2486,0.2092,0.07018,0.1025,0.3286,3
0.1922,0.7414,0.2693,0.3133,0.06173,0,0,0.4091,0.07542,0.2785,0.05848,0.015,0.08155,3
0.1241,0.6672,0.3467,0.3633,0.09877,0.1856,0.06102,0.5152,0.1257,0.49,0.03509,0.1475,0.2065,3
0.1544,0.431,0.3158,0.3633,0.1358,0.2448,0.08268,0.4848,0.2346,0.5492,0.04094,0.0875,0.2214,3
0.1382,0.5448,0.3096,0.3633,0.2654,0.1108,0.2067,0.3182,0.2039,0.6246,0.05263,0.015,0.1619,3
0.1666,0.4103,0.3901,0.4467,0.3272,0.1082,0.2421,0.1364,0.2346,0.5631,0.06433,0.0075,0.1321,3
0.1187,0.3328,0.3467,0.38,0.2593,0.1289,0.2008,0.1667,0.2374,0.7323,0,0.05,0.1202,3
0.1403,0.2,0.4303,0.4967,0.284,0.3144,0.185,0.197,0.3212,0.4477,0.07602,0.015,0.0875,3
0.1483,0.4414,0.2848,0.2633,0.1728,0.2113,0.09646,0.7273,0.4078,0.7108,0.04678,0.06,0.2363,3
0.1045,0.09483,0.2291,0.3133,0.2037,0.1289,0.04724,0.6061,0.2765,0.4862,0.05848,0.07,0.2155,3
0.1443,0.7672,0.2972,0.38,0.142,0.1959,0.05709,0.7273,0.3184,0.5092,0.07018,0.0525,0.2661,3
0.1895,0.5828,0.3158,0.2967,0.1173,0.2113,0.09646,0.5303,0.3212,0.5946,0.05263,0.0925,0.1202,3
0.09575,0.3948,0.3963,0.5467,0.1667,0.2371,0.04724,0.7576,0.2039,0.4785,0.1111,0.115,0.3583,3
0.2232,0.1621,0.4149,0.48,0.1728,0.4691,0.1909,0.6061,0.6397,0.9015,0.05263,0.1725,0.2274,3
0.1652,0.1603,0.3963,0.3967,0.1173,0.4175,0.1496,0.5909,0.5251,0.8054,0.05263,0.1275,0.2036,3
0.08968,0.5328,0.3158,0.3467,0.1111,0.3402,0.1142,0.5606,0.176,0.49,0.04678,0.0775,0.144,3
0.1794,0.4345,0.3653,0.3133,0.2284,0.2191,0.04331,0.5606,0.1089,0.3538,0.2807,0.1375,0.2393,3
0.1227,0.4362,0.3777,0.38,0.2222,0.1727,0.05118,0.7121,0.1536,0.3308,0.2281,0.21,0.1738,3
0.1301,0.4672,0.3065,0.2633,0.2222,0.1057,0.07087,0.4091,0.148,0.3077,0.117,0.12,0.2363,3
0.1854,0.3483,0.291,0.38,0.1235,0.09536,0.06693,0.4242,0.1732,0.6385,0.1287,0.1025,0.2006,3
0.1821,0.6241,0.2786,0.3967,0.1111,0.07732,0.02559,0.5909,0.2067,0.4108,0.1754,0.12,0.144,3
0.1632,0.5103,0.3839,0.4133,0.2531,0.1856,0.1142,0.4545,0.2933,0.7231,0.2164,0.0725,0.2482,3
0.1207,0.4534,0.291,0.2967,0.1111,0.1289,0.06299,0.4091,0.1564,0.6908,0.1404,0.12,0.2423,3
0.1719,0.3172,0.4118,0.4633,0.216,0.1469,0.09843,0.3939,0.3156,0.5677,0.152,0.1325,0.281,3
0.1598,0.6655,0.4644,0.48,0.2593,0.2577,0.122,0.2121,0.1955,0.5554,0.1111,0.1625,0.2095,3
0.07889,0.3948,0.2972,0.28,0.1605,0.06959,0.02953,0.4091,0.08939,0.3246,0.1053,0.14,0.1381,3
0.1173,0.2845,0.2848,0.2967,0.09877,0.1057,0.03346,0.5303,0.06425,0.6631,0.05263,0.09,0.1143,3
0.2111,0.3052,0.3467,0.3133,0.1296,0.1804,0.07087,0.4697,0.2318,0.6477,0.08187,0.11,0.2274,3
0.1807,0.8466,0.3375,0.33,0.1543,0.1804,0.05315,0.5909,0.1816,0.4938,0.09357,0.1175,0.275,3
0.1598,0.5466,0.3467,0.4133,0.1975,0.2113,0.08071,0.4545,0.2793,0.4631,0.1287,0.0725,0.281,3
0.151,0.6103,0.2786,0.3133,0.3086,0.1572,0.0689,0.4545,0.2626,0.6862,0.06433,0.0725,0.3315,3
0.1443,0.319,0.3127,0.3133,0.3086,0.1727,0.06693,0.6061,0.2933,0.6169,0.07018,0.0875,0.3345,3
0.209,0.5793,0.4272,0.4633,0.1605,0.2758,0.08268,0.6515,0.2626,0.6092,0.07602,0.0825,0.1679,3
